,City,Date,Daily Mean PM2.5 Concentration,State,Local Site Name,0 filters,10 filters,100 filters,1000 filters,Below threshold with 0 filters,Below threshold with 10 filters,Below threshold with 100 filters,Below threshold with 1000 filters
9090,Chicago,03/15/2025,37.4,Indiana,Ogden Dunes- Water Treatment Plant,37.4,37.112019999999994,35.26072,28.75686,False,False,False,False
7048,Chicago,03/16/2025,6.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.4,6.35072,6.03392,4.920960000000001,True,True,True,True
4276,Chicago,03/17/2025,5.6,Illinois,LIBERTY SCHOOL,5.6,5.55688,5.27968,4.30584,True,True,True,True
3916,Chicago,03/18/2025,8.2,Illinois,NORTHBROOK WATER PLANT,8.2,8.136859999999999,7.730959999999999,6.30498,True,True,True,True
8732,Chicago,03/19/2025,9.0,Indiana,Hammond- 167th St,9.0,8.9307,8.485199999999999,6.920100000000001,True,True,True,True
432,Chicago,03/20/2025,4.4,Illinois,WASHINGTON HS,4.4,4.3661200000000004,4.14832,3.3831600000000006,True,True,True,True
856,Chicago,03/21/2025,7.7,Illinois,MAYFAIR PUMP STATION,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
7050,Chicago,03/22/2025,7.1,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.1,7.045329999999999,6.693879999999999,5.4591899999999995,True,True,True,True
7051,Chicago,03/23/2025,6.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.5,6.449949999999999,6.1282,4.997850000000001,True,True,True,True
436,Chicago,03/24/2025,6.0,Illinois,WASHINGTON HS,6.0,5.953799999999999,5.6568,4.6134,True,True,True,True
7052,Chicago,03/25/2025,10.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,10.2,10.121459999999999,9.61656,7.842779999999999,False,False,False,True
3066,Chicago,03/26/2025,16.0,Illinois,GRAVES ES,16.0,15.8768,15.0848,12.3024,False,False,False,False
439,Chicago,03/27/2025,13.6,Illinois,WASHINGTON HS,13.6,13.49528,12.82208,10.45704,False,False,False,False
863,Chicago,03/28/2025,10.1,Illinois,MAYFAIR PUMP STATION,10.1,10.022229999999999,9.522279999999999,7.76589,False,False,False,True
2013,Chicago,03/29/2025,8.8,Illinois,Kingery Near Road #1,8.8,8.732240000000001,8.29664,6.766320000000001,True,True,True,True
7057,Chicago,03/30/2025,7.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
8384,Chicago,03/31/2025,4.5,Indiana,Hammond- 167th St,4.5,4.46535,4.2425999999999995,3.4600500000000003,True,True,True,True
3070,Chicago,04/01/2025,7.0,Illinois,GRAVES ES,7.0,6.9460999999999995,6.5996,5.3823,True,True,True,True
4292,Chicago,04/02/2025,9.9,Illinois,LIBERTY SCHOOL,9.9,9.82377,9.33372,7.61211,False,False,False,True
446,Chicago,04/03/2025,6.7,Illinois,WASHINGTON HS,6.7,6.64841,6.31676,5.15163,True,True,True,True
7569,Chicago,04/04/2025,15.7,Indiana,Gary- Burr St./ pumping station near truck stop,15.7,15.579109999999998,14.80196,12.07173,False,False,False,False
8024,Chicago,04/05/2025,7.5,Indiana,East Chicago-Marina,7.5,7.44225,7.071,5.76675,True,True,True,True
7064,Chicago,04/06/2025,6.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.5,6.449949999999999,6.1282,4.997850000000001,True,True,True,True
7065,Chicago,04/07/2025,6.1,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.1,6.05303,5.751079999999999,4.69029,True,True,True,True
7066,Chicago,04/08/2025,6.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.4,6.35072,6.03392,4.920960000000001,True,True,True,True
875,Chicago,04/09/2025,9.7,Illinois,MAYFAIR PUMP STATION,9.7,9.625309999999999,9.145159999999999,7.45833,False,False,False,True
6124,Chicago,04/10/2025,18.5,Illinois,PERSHING SCHOOL,18.5,18.35755,17.4418,14.22465,False,False,False,False
5760,Chicago,04/11/2025,15.7,Illinois,CARY GROVE HS,15.7,15.579109999999998,14.80196,12.07173,False,False,False,False
7070,Chicago,04/12/2025,17.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,17.5,17.36525,16.499,13.45575,False,False,False,False
7071,Chicago,04/13/2025,10.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,10.5,10.41915,9.8994,8.073450000000001,False,False,False,True
7072,Chicago,04/14/2025,10.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,10.4,10.31992,9.80512,7.996560000000001,False,False,False,True
7073,Chicago,04/15/2025,8.0,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,8.0,7.9384,7.5424,6.1512,True,True,True,True
7074,Chicago,04/16/2025,7.2,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
460,Chicago,04/17/2025,10.5,Illinois,WASHINGTON HS,10.5,10.41915,9.8994,8.073450000000001,False,False,False,True
461,Chicago,04/18/2025,14.7,Illinois,WASHINGTON HS,14.7,14.586809999999998,13.85916,11.30283,False,False,False,False
8763,Chicago,04/19/2025,12.7,Indiana,Hammond- 167th St,12.7,12.60221,11.973559999999999,9.76503,False,False,False,False
4675,Chicago,04/20/2025,10.7,Illinois,CITY HALL,10.7,10.617609999999999,10.087959999999999,8.22723,False,False,False,True
7079,Chicago,04/21/2025,7.6,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.6,7.541479999999999,7.165279999999999,5.84364,True,True,True,True
6896,Chicago,04/22/2025,143.7,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,143.7,142.59350999999998,135.48036,110.49092999999999,False,False,False,False
7081,Chicago,04/23/2025,48.9,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,48.9,48.523469999999996,46.10292,37.59921,False,False,False,False
7082,Chicago,04/24/2025,20.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,20.8,20.63984,19.61024,15.993120000000001,False,False,False,False
6503,Chicago,04/25/2025,8.3,Illinois,COM ED TRAINING CENTER,8.3,8.23609,7.825240000000001,6.381870000000001,True,True,True,True
6785,Chicago,04/26/2025,5.3,Indiana,East Chicago- Franklin School/ Washington School (Ben. Franklin),5.3,5.259189999999999,4.99684,4.07517,True,True,True,True
3471,Chicago,04/27/2025,7.5,Illinois,REGIONAL OFFICE BUILDING,7.5,7.44225,7.071,5.76675,True,True,True,True
7086,Chicago,04/28/2025,10.0,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,10.0,9.923,9.427999999999999,7.689,False,False,False,True
472,Chicago,04/29/2025,10.0,Illinois,WASHINGTON HS,10.0,9.923,9.427999999999999,7.689,False,False,False,True
8049,Chicago,04/30/2025,7.8,Indiana,East Chicago-Marina,7.8,7.73994,7.35384,5.99742,True,True,True,True
738,Chicago,05/01/2025,8.8,Illinois,WASHINGTON HS,8.8,8.732240000000001,8.29664,6.766320000000001,True,True,True,True
6146,Chicago,05/02/2025,9.3,Illinois,PERSHING SCHOOL,9.3,9.228390000000001,8.768040000000001,7.1507700000000005,False,False,True,True
8052,Chicago,05/03/2025,6.0,Indiana,East Chicago-Marina,6.0,5.953799999999999,5.6568,4.6134,True,True,True,True
7697,Chicago,05/04/2025,9.6,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,9.6,9.526079999999999,9.05088,7.38144,False,False,False,True
6513,Chicago,05/05/2025,8.3,Illinois,COM ED TRAINING CENTER,8.3,8.23609,7.825240000000001,6.381870000000001,True,True,True,True
7094,Chicago,05/06/2025,13.9,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,13.9,13.79297,13.10492,10.687710000000001,False,False,False,False
7580,Chicago,05/07/2025,11.9,Indiana,Gary- Burr St./ pumping station near truck stop,11.9,11.80837,11.21932,9.14991,False,False,False,False
7096,Chicago,05/08/2025,6.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.8,6.74764,6.41104,5.22852,True,True,True,True
7097,Chicago,05/09/2025,9.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,9.8,9.724540000000001,9.23944,7.535220000000001,False,False,False,True
7861,Chicago,05/10/2025,8.7,Indiana,East Chicago-Marina,8.7,8.633009999999999,8.202359999999999,6.68943,True,True,True,True
8785,Chicago,05/11/2025,8.0,Indiana,Hammond- 167th St,8.0,7.9384,7.5424,6.1512,True,True,True,True
8786,Chicago,05/12/2025,13.8,Indiana,Hammond- 167th St,13.8,13.69374,13.01064,10.61082,False,False,False,False
7699,Chicago,05/13/2025,12.3,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,12.3,12.20529,11.596440000000001,9.45747,False,False,False,False
8788,Chicago,05/14/2025,12.5,Indiana,Hammond- 167th St,12.5,12.403749999999999,11.785,9.61125,False,False,False,False
7103,Chicago,05/15/2025,16.1,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,16.1,15.976030000000002,15.17908,12.379290000000001,False,False,False,False
6904,Chicago,05/16/2025,14.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,14.5,14.388349999999999,13.6706,11.14905,False,False,False,False
7105,Chicago,05/17/2025,5.8,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,5.8,5.7553399999999995,5.46824,4.45962,True,True,True,True
7106,Chicago,05/18/2025,6.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,6.4,6.35072,6.03392,4.920960000000001,True,True,True,True
7701,Chicago,05/19/2025,12.1,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,12.1,12.006829999999999,11.407879999999999,9.30369,False,False,False,False
7108,Chicago,05/20/2025,7.0,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,7.0,6.9460999999999995,6.5996,5.3823,True,True,True,True
8435,Chicago,05/21/2025,6.9,Indiana,Hammond- 167th St,6.9,6.84687,6.50532,5.30541,True,True,True,True
3119,Chicago,05/22/2025,4.1,Illinois,GRAVES ES,4.1,4.068429999999999,3.8654799999999994,3.15249,True,True,True,True
4708,Chicago,05/23/2025,7.3,Illinois,CITY HALL,7.3,7.24379,6.88244,5.61297,True,True,True,True
4709,Chicago,05/24/2025,6.6,Illinois,CITY HALL,6.6,6.54918,6.222479999999999,5.07474,True,True,True,True
7703,Chicago,05/25/2025,7.7,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,7.7,7.6407099999999994,7.25956,5.92053,True,True,True,True
8075,Chicago,05/26/2025,6.7,Indiana,East Chicago-Marina,6.7,6.64841,6.31676,5.15163,True,True,True,True
9155,Chicago,05/27/2025,8.5,Indiana,Ogden Dunes- Water Treatment Plant,8.5,8.43455,8.0138,6.53565,True,True,True,True
7704,Chicago,05/28/2025,10.2,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,10.2,10.121459999999999,9.61656,7.842779999999999,False,False,False,True
502,Chicago,05/29/2025,14.8,Illinois,WASHINGTON HS,14.8,14.68604,13.95344,11.37972,False,False,False,False
7118,Chicago,05/30/2025,18.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,18.4,18.258319999999998,17.34752,14.14776,False,False,False,False
7119,Chicago,05/31/2025,11.4,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,11.4,11.31222,10.74792,8.765460000000001,False,False,False,True
6175,Chicago,06/01/2025,12.6,Illinois,PERSHING SCHOOL,12.6,12.502979999999999,11.87928,9.68814,False,False,False,False
7121,Chicago,06/02/2025,15.1,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,15.1,14.98373,14.236279999999999,11.61039,False,False,False,False
7122,Chicago,06/03/2025,20.3,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,20.3,20.14369,19.138840000000002,15.608670000000002,False,False,False,False
9524,Chicago,06/04/2025,46.4,Wisconsin,CHIWAUKEE PRAIRIE STATELINE,46.4,46.042719999999996,43.74592,35.67696,False,False,False,False
932,Chicago,06/05/2025,59.4,Illinois,MAYFAIR PUMP STATION,59.4,58.94262,56.00232,45.67266,False,False,False,False
6180,Chicago,06/06/2025,42.8,Illinois,PERSHING SCHOOL,42.8,42.470439999999996,40.351839999999996,32.90892,False,False,False,False
6546,Chicago,06/07/2025,37.6,Illinois,COM ED TRAINING CENTER,37.6,37.31048,35.44928,28.91064,False,False,False,False
2783,Chicago,06/08/2025,27.5,Illinois,IEPA TRAILER,27.5,27.288249999999998,25.927,21.144750000000002,False,False,False,False
7128,Chicago,06/09/2025,33.7,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,33.7,33.44051,31.772360000000003,25.91193,False,False,False,False
2785,Chicago,06/10/2025,21.8,Illinois,IEPA TRAILER,21.8,21.63214,20.55304,16.76202,False,False,False,False
515,Chicago,06/11/2025,26.4,Illinois,WASHINGTON HS,26.4,26.19672,24.889919999999996,20.29896,False,False,False,False
8817,Chicago,06/12/2025,30.9,Indiana,Hammond- 167th St,30.9,30.662069999999996,29.13252,23.75901,False,False,False,False
3141,Chicago,06/13/2025,32.6,Illinois,GRAVES ES,32.6,32.34898,30.73528,25.06614,False,False,False,False
6553,Chicago,06/14/2025,20.3,Illinois,COM ED TRAINING CENTER,20.3,20.14369,19.138840000000002,15.608670000000002,False,False,False,False
7710,Chicago,06/15/2025,21.7,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,21.7,21.532909999999998,20.458759999999998,16.68513,False,False,False,False
2455,Chicago,06/16/2025,17.4,Illinois,VILLAGE HALL,17.4,17.266019999999997,16.404719999999998,13.37886,False,False,False,False
2792,Chicago,06/17/2025,11.4,Illinois,IEPA TRAILER,11.4,11.31222,10.74792,8.765460000000001,False,False,False,True
7797,Chicago,06/18/2025,9.6,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,9.6,9.526079999999999,9.05088,7.38144,False,False,False,True
7138,Chicago,06/19/2025,13.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,13.5,13.396049999999999,12.7278,10.38015,False,False,False,False
7139,Chicago,06/20/2025,9.5,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,9.5,9.42685,8.9566,7.30455,False,False,True,True
7140,Chicago,06/21/2025,12.9,Indiana,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,12.9,12.80067,12.16212,9.91881,False,False,False,False
2797,Chicago,06/22/2025,13.8,Illinois,IEPA TRAILER,13.8,13.69374,13.01064,10.61082,False,False,False,False
6197,Chicago,06/23/2025,19.9,Illinois,PERSHING SCHOOL,19.9,19.746769999999998,18.761719999999997,15.30111,False,False,False,False
7798,Chicago,06/24/2025,14.8,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,14.8,14.68604,13.95344,11.37972,False,False,False,False
3153,Chicago,06/25/2025,10.0,Illinois,GRAVES ES,10.0,9.923,9.427999999999999,7.689,False,False,False,True
530,Chicago,06/26/2025,12.6,Illinois,WASHINGTON HS,12.6,12.502979999999999,11.87928,9.68814,False,False,False,False
531,Chicago,06/27/2025,9.0,Illinois,WASHINGTON HS,9.0,8.9307,8.485199999999999,6.920100000000001,True,True,True,True
8833,Chicago,06/28/2025,7.2,Indiana,Hammond- 167th St,7.2,7.14456,6.7881599999999995,5.53608,True,True,True,True
2804,Chicago,06/29/2025,9.7,Illinois,IEPA TRAILER,9.7,9.625309999999999,9.145159999999999,7.45833,False,False,False,True
7715,Chicago,06/30/2025,10.9,Indiana,Gary- Madison St./ Gary Water/ IN American Water Co.,10.9,10.81607,10.27652,8.38101,False,False,False,True
